"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2020,4,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",47.00,5.00,1.78,0.00,3.22,0.00,0.00,6.00,0.00,172.00,104.00,0.00,68.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",86.00,4.00,1.97,0.00,1.10,0.00,0.93,15.00,0.00,277.00,180.00,0.00,35.00,0.00,62.00,
2020,4,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1314.00,56.00,36.33,2.45,7.88,0.00,9.33,288.00,1.00,4619.00,3437.00,251.00,270.00,0.00,661.00,
2020,4,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","AUS","Austin, TX: Austin - Bergstrom International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",30.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",42.00,5.00,0.05,0.00,4.05,0.00,0.89,11.00,0.00,101.00,1.00,0.00,83.00,0.00,17.00,
2020,4,"9E","Endeavor Air Inc.","BGR","Bangor, ME: Bangor International",39.00,1.00,1.00,0.00,0.00,0.00,0.00,12.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",59.00,3.00,0.95,0.00,2.05,0.00,0.00,6.00,0.00,72.00,21.00,0.00,51.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",30.00,6.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,246.00,154.00,0.00,92.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BNA","Nashville, TN: Nashville International",2.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",67.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",39.00,1.00,0.82,0.00,0.18,0.00,0.00,10.00,0.00,51.00,42.00,0.00,9.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",56.00,4.00,0.87,0.00,3.13,0.00,0.00,12.00,0.00,86.00,27.00,0.00,59.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",72.00,2.00,0.77,0.00,1.23,0.00,0.00,28.00,0.00,115.00,33.00,0.00,82.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",113.00,4.00,1.32,0.00,2.68,0.00,0.00,33.00,0.00,154.00,102.00,0.00,52.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",,,,,,,,,,,,,,,,
2020,4,"9E","Endeavor Air Inc.","CAK","Akron, OH: Akron-Canton Regional",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",83.00,1.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,65.00,65.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",39.00,1.00,0.00,0.00,1.00,0.00,0.00,10.00,1.00,17.00,0.00,0.00,17.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CHS","Charleston, SC: Charleston AFB/International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",10.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",20.00,,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",54.00,6.00,3.41,0.00,2.59,0.00,0.00,12.00,0.00,233.00,180.00,0.00,53.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",222.00,9.00,2.00,0.00,5.00,0.00,2.00,85.00,0.00,1191.00,924.00,0.00,115.00,0.00,152.00,
2020,4,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",55.00,3.00,1.37,0.00,1.63,0.00,0.00,15.00,0.00,145.00,102.00,0.00,43.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",72.00,5.00,2.98,0.00,2.02,0.00,0.00,18.00,0.00,164.00,100.00,0.00,64.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",38.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",114.00,10.00,2.11,0.00,6.93,0.00,0.96,23.00,0.00,277.00,54.00,0.00,197.00,0.00,26.00,
2020,4,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",852.00,48.00,28.18,1.00,11.86,0.00,6.96,132.00,0.00,2810.00,2163.00,20.00,329.00,0.00,298.00,
2020,4,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",88.00,8.00,6.44,0.00,0.65,0.00,0.91,15.00,0.00,459.00,346.00,0.00,36.00,0.00,77.00,
2020,4,"9E","Endeavor Air Inc.","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",41.00,2.00,0.47,0.00,1.00,0.00,0.53,9.00,0.00,156.00,63.00,0.00,22.00,0.00,71.00,
2020,4,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","EYW","Key West, FL: Key West International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","FNT","Flint, MI: Bishop International",31.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,35.00,15.00,0.00,20.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",58.00,5.00,3.00,0.00,2.00,0.00,0.00,1.00,0.00,242.00,208.00,0.00,34.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",66.00,4.00,2.87,0.00,1.13,0.00,0.00,11.00,0.00,178.00,156.00,0.00,22.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",30.00,2.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,106.00,0.00,0.00,106.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","GSP","Greer, SC: Greenville-Spartanburg International",8.00,,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","HPN","White Plains, NY: Westchester County",21.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",13.00,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",50.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","JAX","Jacksonville, FL: Jacksonville International",,,,,,,,,,,,,,,,
2020,4,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",438.00,12.00,6.01,0.97,4.18,0.00,0.84,276.00,0.00,913.00,549.00,142.00,124.00,0.00,98.00,
2020,4,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",,,,,,,,,,,,,,,,
2020,4,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",59.00,2.00,0.00,0.00,2.00,0.00,0.00,16.00,0.00,48.00,0.00,0.00,48.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",20.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",112.00,,0.00,0.00,0.00,0.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",71.00,4.00,1.95,0.00,1.38,0.00,0.67,18.00,0.00,164.00,83.00,0.00,39.00,0.00,42.00,
2020,4,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MDW","Chicago, IL: Chicago Midway International",5.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",57.00,1.00,0.00,0.00,1.00,0.00,0.00,12.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",49.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,0.00,18.00,0.00,0.00,18.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",78.00,4.00,0.00,0.00,4.00,0.00,0.00,19.00,0.00,109.00,0.00,0.00,109.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",430.00,16.00,9.80,0.00,5.14,0.00,1.06,98.00,0.00,701.00,528.00,0.00,136.00,0.00,37.00,
2020,4,"9E","Endeavor Air Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",28.00,2.00,1.00,0.00,1.00,0.00,0.00,12.00,0.00,61.00,39.00,0.00,22.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",61.00,4.00,4.00,0.00,0.00,0.00,0.00,23.00,0.00,253.00,253.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",4.00,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",7.00,,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",30.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,45.00,45.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",17.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","PVD","Providence, RI: Theodore Francis Green State",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",58.00,2.00,0.00,0.95,1.04,0.00,0.01,28.00,0.00,757.00,0.00,643.00,109.00,0.00,5.00,
2020,4,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",101.00,2.00,2.00,0.00,0.00,0.00,0.00,66.00,0.00,122.00,122.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",15.00,,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",26.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",80.00,4.00,0.63,0.00,3.38,0.00,0.00,32.00,0.00,105.00,15.00,0.00,90.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",23.00,,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",67.00,8.00,1.28,0.00,6.72,0.00,0.00,16.00,0.00,198.00,52.00,0.00,146.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",24.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",112.00,2.00,1.31,0.00,0.03,0.00,0.66,37.00,0.00,49.00,27.00,0.00,1.00,0.00,21.00,
2020,4,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",61.00,1.00,0.73,0.00,0.27,0.00,0.00,24.00,0.00,15.00,11.00,0.00,4.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",152.00,7.00,4.81,0.00,2.19,0.00,0.00,41.00,0.00,456.00,377.00,0.00,79.00,0.00,0.00,
2020,4,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",68.00,9.00,1.17,0.00,7.82,0.00,0.00,24.00,0.00,188.00,32.00,0.00,156.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",146.00,3.00,1.98,0.00,0.06,0.00,0.96,79.00,0.00,110.00,75.00,0.00,2.00,0.00,33.00,
2020,4,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",69.00,2.00,2.00,0.00,0.00,0.00,0.00,23.00,0.00,195.00,195.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",475.00,18.00,10.28,0.37,2.21,0.00,5.14,195.00,0.00,994.00,741.00,10.00,50.00,0.00,193.00,
2020,4,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",539.00,29.00,13.38,0.94,9.10,0.00,5.58,220.00,1.00,1297.00,663.00,31.00,273.00,0.00,330.00,
2020,4,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",229.00,6.00,2.93,0.00,1.07,0.00,2.00,84.00,0.00,203.00,86.00,0.00,38.00,0.00,79.00,
2020,4,"AA","American Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",11.00,1.00,0.07,0.00,0.00,0.00,0.93,3.00,0.00,168.00,11.00,0.00,0.00,0.00,157.00,
2020,4,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",386.00,16.00,11.71,0.00,1.54,0.00,2.75,162.00,0.00,891.00,693.00,0.00,32.00,0.00,166.00,
2020,4,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",67.00,6.00,5.09,0.00,0.91,0.00,0.00,10.00,0.00,292.00,270.00,0.00,22.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",989.00,17.00,13.33,0.00,0.00,0.00,3.67,418.00,0.00,1041.00,738.00,0.00,0.00,0.00,303.00,
2020,4,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",81.00,3.00,3.00,0.00,0.00,0.00,0.00,23.00,0.00,183.00,183.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",41.00,8.00,3.33,0.00,4.67,0.00,0.00,10.00,0.00,324.00,204.00,0.00,120.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",209.00,5.00,3.30,0.00,0.77,0.00,0.93,87.00,0.00,407.00,237.00,0.00,20.00,0.00,150.00,
2020,4,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",116.00,5.00,4.00,0.00,1.00,0.00,0.00,44.00,0.00,253.00,231.00,0.00,22.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",96.00,5.00,3.11,0.00,1.11,0.00,0.78,26.00,0.00,230.00,160.00,0.00,30.00,0.00,40.00,
2020,4,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",5699.00,150.00,98.75,5.13,14.64,0.00,31.49,2149.00,3.00,12354.00,9286.00,365.00,478.00,0.00,2225.00,
2020,4,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",91.00,6.00,5.16,0.00,0.00,0.00,0.84,46.00,0.00,426.00,379.00,0.00,0.00,0.00,47.00,
2020,4,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",83.00,7.00,3.24,0.00,1.16,0.00,2.60,35.00,0.00,426.00,246.00,0.00,36.00,0.00,144.00,
2020,4,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",43.00,3.00,2.13,0.00,0.88,0.00,0.00,18.00,0.00,269.00,241.00,0.00,28.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",23.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",1145.00,22.00,16.40,1.00,2.15,0.00,2.45,457.00,0.00,1271.00,1043.00,27.00,92.00,0.00,109.00,
2020,4,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",443.00,20.00,11.85,0.44,4.71,0.00,3.00,142.00,0.00,1200.00,925.00,7.00,122.00,0.00,146.00,
2020,4,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",7237.00,300.00,135.02,9.37,103.60,0.00,52.01,2945.00,1.00,21822.00,14079.00,559.00,2891.00,0.00,4293.00,
2020,4,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",45.00,3.00,0.56,0.00,1.16,0.00,1.28,19.00,0.00,202.00,68.00,0.00,24.00,0.00,110.00,
2020,4,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",209.00,10.00,7.16,0.00,2.00,0.00,0.84,78.00,1.00,478.00,310.00,0.00,41.00,0.00,127.00,
2020,4,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",123.00,7.00,3.78,0.00,2.39,0.00,0.83,69.00,0.00,201.00,118.00,0.00,45.00,0.00,38.00,
2020,4,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",262.00,4.00,3.00,0.00,0.00,0.00,1.00,157.00,0.00,223.00,204.00,0.00,0.00,0.00,19.00,
2020,4,"AA","American Airlines Inc.","EYW","Key West, FL: Key West International",20.00,2.00,0.39,0.61,1.00,0.00,0.00,6.00,0.00,47.00,7.00,11.00,29.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","FAR","Fargo, ND: Hector International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",63.00,2.00,2.00,0.00,0.00,0.00,0.00,22.00,0.00,36.00,36.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",378.00,9.00,6.15,0.77,0.72,0.00,1.36,185.00,0.00,623.00,384.00,27.00,52.00,0.00,160.00,
2020,4,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",60.00,4.00,3.72,0.00,0.28,0.00,0.00,9.00,0.00,276.00,261.00,0.00,15.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",43.00,2.00,1.00,0.00,0.00,0.00,1.00,12.00,0.00,108.00,56.00,0.00,0.00,0.00,52.00,
2020,4,"AA","American Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",50.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",54.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",79.00,2.00,0.43,0.43,1.13,0.00,0.00,17.00,0.00,61.00,20.00,20.00,21.00,0.00,0.00,
2020,4,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",362.00,15.00,12.20,0.51,0.70,0.00,1.58,164.00,1.00,818.00,612.00,19.00,35.00,0.00,152.00,
